Dialect,Domanda,Risposta
full,x,"Dopu lu branu r'apertura, c'è sta nica canzuni. A vuci è filtrata facennu pinzari ca nisceva da lu conu di un grammofono. A differenza ri l'avutri tracci ri l'album, sta canzuni prisenta un impiantu assai facili e swing. Lu chianuforti saltellanti, l'atmosfera ri Londra ri fini ottucentu, mettinu a nuru i putinzialità ra vuci ri Freddie Mercury. Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili. L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica. A canzuni è lu tipicu esempiu ri na pop-ballad rumantica sunata o chianuforti. Pi l'occasioni Deacon sona un chianuforti elettricu, nun assai amatu ra Freddie Mercury ca rifiutò ri sunarlu lassannu lu stissu compitu o bassista. Na caunzi 'n stili folk cumposta e cantata da lu chitarrista ru gruppu, Brian May."
full,x,"St' ùrtimu discursu è mpurtanti pi vidiri la putenza di l'impiantu, nfatti la fòrmula dâ putenza n Watt di na turbina idràulica è chista: 

P
=
ρ
⋅
g
⋅
H
⋅
Q
⋅
η

Ortri a èssiri chiù putenti, li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti. Addirittura la Kaplan, ortri a regulari li pali dô distribbutori (attraversu lu cerchiu di Fink), pò macari rigulari la ncrinazzioni dê pali dâ sò èlica, chistu garantisci un rinnimentu di palittatura àutu, pi un campu vastu di giri di rutazzioni. Certi cintrali hannu li turbini rivirsìbbili, zoè si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu )."
full,x,"Cû jiri dî sèculi, l'ebbrei s'hannu sparsi suprattuttu 'n Mediu Urienti, 'n Nord Àfrica e 'n Europa, macari siddu arcuni cumunitati agghiunceru l'Innia e la Cina. 'N Europa la sò vita fu sempri assai disfìcili, pi vìa dî priggiudizzi e dî misuri discriminatorî ntê cunfrunti di l'ùnica minuranza riliggiusa nun-cristiana, ch'èranu muvuti 'n parti di l'accusa ca l'ebbrei èranu li rispunzàbbili di l'accisioni di Gesù Cristu. Cû tempu si distincheru dui gruppi d'ebbrei: l' ashkenazi, zoè l'ebbrei di l'Europa nord-urintali, e li sifarditi, zoè li discinnenti di l'ebbrei cacciati dâ Spagna (e chinni dâ Sicilia ch'era spagnola) doppu la ricunchista cattòlica, ca s'hannu sparsi 'n tuttu lu bacinu Miditirràniu. Cci sunnu noltri l'ebbrei mizrachi, zoè ""urintali"", ca campàvanu suprattuttu 'n Misuputamia e ntâ Persia, ma a voti videmma iddi vennu chiamati erruniamenti sifarditi."
full,x,"Di l'Ottucentu, scumparennu li maciraturi pi la lavurazzioni di la cànapa, Jaci Trizza addivintò sempri cchiù assai paisi di piscatura, ma cu risurtati nun tantu boni, ca la pisca arrinascìa appena a dunari dda cosa pi campari. Pi casi tuttu lu Novicentu, la pisca arristò la principali attivitati pi li trizzoti ca, ntantu, era addivintata menu puviredda cu la ntruduzzioni di li varchi a muturi e cu li piscarecci sempri cchiù granni. Ammeri la fini di lu '900, mentri lu cummerciu di la pisca jìa ngranninnusi, lu paisi di Trizza si sviluppò nta la custruzzioni di abbitazzioni, spissu a la sanfasò, pi la custruzzioni di arbegghi e tantissimi ""villini"" distinati a li catanisi sempri cchiù attratti di li biddizzi dû paisaggiu."
full,x,"L'acitu di pàssula è nturpidàtu e di culuri marroni picca picca scuru e avi un sapuri dilicatu. Èni l'acitu fattu chî dàttuli e macari un pruduttu tradizziunali di l'Orienti Mizzanu è. L'acitu fattu pi mmenzu dâ birra veni pruduciutu nnô Rignu Unciutu, Girmania, Austria e Paisi Vasci, sippuru lu sou sapuri addipenni di na particulari muzzina di birra cu cui veni faciutu. Ntô spissuliddu si dici ca avi un sapuri di Maltu. Chiddu pruduciutu n Bavarìa è di culuri d'oru chiaru e c'un sapuri forti, ma picca curpusu. L'acitu fattu di mìeli è raru, pirò aciti di mìeli, ca s'attruòvanu nnô cummèrciu, sunnu pruduciùti nna Tàlia e n Frància. L'acitu nìvuru Cinisi èni un pruduttu mmicchiatu, arricavatu: dû risu, dû furmèntu, dû mìgghiu, dû sorghum, o di na cumminazzioni di chisti. Havi un culuri a usu ncchjòstru nìvuru e un sapuri di maltu curpusu."
full,x,"L'acitu è un lìchitu àcitu (pH n gèniri ntrô 2 e 3) pruduciùtu pi mmenzu dâ firmintazzioni di l'etanolu ca s'attruòva: ntô vinu, ntô sidru, ntâ birra, nta àvutri bivanni firmintati e nta àvutri alimenta videmma, comu li ciriali, la frutta e lu mìeli, e dunni veni trasfurmatu n àcitu acìticu. L'acìtu cumuni avi na cuncintrazzioni tipica d'àcitu acìticu chi va dû 5% a l'8%. L'àcitu tartàricu e l'àcitu cìtricu s'attruòvanu nna na cuncintrazzioni cchiù scarsa, ntê acìti naturali, nzièmmula a àvutri tipa di àciti. Li vini ntê vutti sunnu particularmenti vurniràbbuli a l'attacchi dû battìriu acìticu “Acetobacter suboxydans” siddu li vutti nun vennu chiujùti bona di tutti li latàti o siddu arrìvanu a timpiraturi troppu jàvuti. L'acìtu avi statu usatu dî tempi di l'antichitati e èni un limìntu mpurtanti dâ cucina Europea, Asiàtica e di àvutri cucini videmma."
full,x,"'N àutri tèrmini, chista è l'uriggini dâ duttrina libbirista dû laissez faire (""lassati faciri"" 'n francisi)."
full,x,"Li tradizzioni pupulari lucali sunnu diffusi pressu li novi ginirazzioni grazzi a lu mpegnu prufusu d'arcuni assuciazzioni. Sibbeni lu patronu ufficiali dâ citati sìa San Girlannu, è a San Calòggiru ca sunnu tribbutati l'anuri maiuri. Pi lu Santu Niru la citati si mubbìlita li primi dui dumìnichi di giugnettu: la prucissioni, rigurusamenti a spadda, è accumpagnata di li grida di li fideli, di li canti e di la banna. Sempri a giugnu li festi di Pirsèfuni, ricchi di rapprisintazzioni clàssichi ntô scinariu ncumparàbbili dû tempiu d'Era; tra l'attivitati d'astati ci sunnu spittàculi ntâ valli tra chisti lu Blues Wine Soul Festival manifistazzioni ca si svorgi ntô misi di giugnettu ca liga la mùsica a lu vinu e la rassigna: Momenti di folklore internazionale n austu. A dicèmmiru si svòrginu li clàssichi nuveni pi li strati dâ citati."
full,x,"Li ducumenti archiulòggichi addimustraru macari la prisenza di àutri nzidiamenti grechi 'n èbbica cchiù antica, agghiri ô VII sèculu a.C. Akragas era un cràssicu nzidiamentu grecu, misu ntô ciancu di na cullina dû liturali. Dâ culunizzazioni ntô VI sèculu a.C., la citati pruspirau vilocimenti. Ntô regnu dû tirannu Falaride (570-554 a.C.), vinni fatta na prutezzioni difinziva cu un muragghiuni ntornu a cità. Lu spanziunìsimu pulìticu di Akragas, arrivò ô màssimu cô regnu di Terone (488-472 a.C.). Dopu la dicisiva scunfitta ch'èppiru li cartagginisi a Imera ntô 480 a.C., Terone ngranniu lu sò dumìniu nzinu ê costi urientali e sittintriunali dâ Sicilia. Li granni Tempî fabbricati nta st'èbbica, foru la cunzichenza dâ prusperitati ecunòmica e curturali ca vitti la cità nta ssu pirìudu. Lu cchiù famusu e llustri citatinu ca campau tannu, fu lu cèlibbri filòsufu e scinziatu Empèdocli."
full,x,"Duranti la Sècunna Verra Munniali (1939-1945) Turing mittìu li sô capacitati matimàtichi ô sirvizziu dû Department of Communications ngrisi pi dicifrari li còdici usati ntê cumunicazzioni tudischi, un cumpitu particularmenti difficili 'n quantu li tudischi avìanu sviluppatu un tipu di machina criptatrici chiamata Enigma ch'era capaci di figghiari un còdici ca mutava custantimenti, accussì di rènniri ogni vota nzufficienti lu tempu di dicudifica a dispusizzioni dî scinzati nimici. Câ ntrasuta 'n verra dâ Ngriterra Turing e li sô cumpagni travagghiaru stabbirmenti â dicrittazzioni. La mmintiva di Turing ci pirmittìu di criari un strumenti chiamatu Colossus (n'ammassu di servumutura e mitallu, ma comli gghiè un primu passu versu un computer diggitali) ca dicifrava 'n modu viloci e efficienti/afficaci li còdici tudischi criati cu Enigma, sizziunannu ogni missaggiu 'n purzioni di diminsioni tali ca lu sô significati putìa vèniri currittamenti svilatu."
full,x,"'N entrammi i casi l'esperienza fu fallimintari, vistu ca spissu i monopostu manco si qualificavanu a li gari. Succìssivamenti Bernie Ecclestone, prupritariu dâ Brabham, fici un accordu cu l'Alfa Romeo pì la fornitura di mutura dâ 1976 ô 1979. I prupulsuri, pruggìttati da Carlo Chiti, eranu boxer a 12 cilindri e producevanu na putenza di 510 bhp contru i 465 bhp di l'onniprisenti Cosworth DFV. A configurazioni dû muturi era però cumplicata. Nfatti, sulu pì cancìari i cannili lu prupulsuri annava livatu. N'avutru difettu ca avia era lu cunsumu di carburanti; pì ovviari a chistu eranu nstallati quattru serbatoi da 214 L. Inoltre, i mutura Alfa Romeo eranu assai granni."
full,x,"Nnû 2023 dibbuttaru àutri pay-per-view: lu prima a dibbuttari fu WrestleDream, aventu pi ricurdari la liggenna dû wrestling Antonio Inoki, chi si tenni la prima vota lu primu ottùviru â Climate Pledge Arena di Seattle, nnû Statu di Washington; l'àutru fu Worlds Enn, chi s'appi lu 30 dicèmmiru â Nassau Veterans Memorial Coliseum di Unionnale, nnû statu di Nova York: chistu fu l'aventu chi appi la finali dû turnèu chiamatu Continental Classic e lu primu pay-per-view nnû statu di Nova York. La All Elite Wrestling funnàu nnû 2020 na mprisa didicata ô sviluppu di vidèojoca, chiamata AEW Games, pâ pruduzziuni di dui diversi titula pê smartphone: AEW Casino e AEW Elite GM; vidè s'avi n'jocu, AEW Fight Forever, un vidèojocu pi console sviluppatu di Yuke's."
full,x,"Si cunta e s'arricunta a lor Signori, ca a tempi antichi c'era un Re, c' avìa na figghia, bedda quantu Diu la potti fari, un suli! Li Re d'apprima, pri grannizza, tinianu li paggi a Curti e sti paggi li pigghiàvanu tra la megghiu giuventù di tuttu lu regnu, ca sirvìanu appuntu, pri fari figura: li paggi sirvìanu a lu Re, a la Riggina e a la Rigginotta. Ora jamu a la Riggginotta, figghia di lu Re, ca avìa giustu chìnnici anni, nta lu veru ciuri di la giuventù, e si chiamava Alligranza (macari lu nomu avìa beddu, ca alligrava lu cori). Ntra li paggi chi la sirvìanu cci nn'era unu di diciott'anni, un beddu giuvini galanti, longu e valenti, ca parìa fattu apposta pri la Rigginotta; tantu si cci cunfaffavavii e, pri cumminazioni, si chiamava Alligramu. Alligramu e Alligranza, stannu sempri vicinu (chi vuliti?"
full,x,"Doppu la morti di Hugo Chávez ntô 2013, lu CNE cummoca l'elizzioni prisidinziali e lu prisidenti Nicolás Maduro vinni elettu ntra accusi di frodi pi parti dâ upposuzzioni cumannata di Henriche Capriles Rannoski. Duranti lu mannatu di Maduro, ca accuminciò lu 19 aprili 2013, la carenza ntô Venezuela si peggiurò ntê prudutti cû prezzi rigulati, comu lu latti, li vari tipi di carni, lu gaddinu, lu caffè, lu risu, l'ogghiu, la farina pri-fabbricata, burru; accussì comu li nicissità di basi comu a carta igienica, li prudutti di igieni pirsonàli, li midicini pì curari lu cancru, ntra autri. Li lìnii di pirsuni ca vulìssiru accattari prudutti di basi nnî supermercati e nnî autri attivitati sunnu frichenti. Sta situazzioni purtò lu guvernu vinèzuelanu a prumòviri misuri comu lu ""Sistema ri appruvviggionamentu biometricu""."
full,x,"Chistu purtò a un scioperi nazziunali chiamatu dâ Cunfidirazzioni dî Travagghiaturi Venezuelani (CTV) e dâ càmira di l'òmini d'affari (Fedecámaras). Ntô 2002 accuminzau un granni nùmmaru di prutesti contra li 49 liggi. Ntâ ddhu annu, doppu na manifestazzioni massiccia a Caracas, l'11 àprili 2002, si virificàu chiddhu ca è canusciutu comu lu colpu di statu dû 2002. Di frunti a na prisunta dimissioni e l'arrestu di Chávez, Pedro Carmona, capu dû Fedecámaras, si pruclamau Prisidenti cû lu supportu dâ CTV e di diversi partiti pulìtici di l'opposizzioni. Carmona disintegrau tutti li putiri custituiti e nstaurau un cuvernu di fattu. Ntâ stissa notti Chávez fu ristauratu, doppu èssiri statu sarvatu nta n'azzioni di cummannu ntâ l'isula unni era statu 'mpriggiunatu. L'upposizzioni poi organizzò un scioperu ginirali ntô dicèmmiru 2002 pi chiamari li dimissioni di Chávez, junciuti a tanti travagghiaturi dû Petróleos di Venezuela, causannu granni perditi ecunòmichi pô pajisi."
full,x,"Lu 'ampiri (simmùlu: A, a li voti abbriviatu cu amp) eni l'unitati basi SI usata pì misurari l'intinsitati di la currenti elettrica. Essennu na di li setti unitati funnamintali dû sistema ntirnazziunali di unitati di misura, tutti li avutri unitati elettrumagnetiche sunnu dirivati da idda. Pì definizioni un ampiri eni l'intensitati di currenti elettrica ca, si mantinuta 'n dui cunnutturi lineari paralleli, di lunchizza infinita e sizzioni trasvirsali trascurabbili, misi a un metru ri distanza l'unu da l'avutru ntô vacanti, pruduci tra chisti na forza uguali a 2 × 10-7 N pì ogni metru di lunchizza. Lu ampiri pigghìa lu sò nomu da lu fisicu francisi André-Marie Ampère, unu di principali studiusi di l'elettrumagnetismu. Lu ampiri esprimi l'intensitati di currenti 'n un cunnutturi attravissatu 'n qualunchi sizzioni da la carica di un coulomm ntô tempu di un secunnu."
full,x,"L'idia di na sucitati anarchica fa chinni ripinzari la stissa sucialitati umana, obberu lu rapportu tra pirsuni, e chinni ammustra ch'è artificiusa la distinzioni tra pirsuna e sucitati. Na sucitati anarchica è funnata supra la pirsuna cuncreta e supra la sô capacitati di criari formi suciali; s'evita chinni di stabbiliri cûn prucessu d'astrazzioni dî valura murali assuluti e di criari strutturi funziunali a iddi videmma a discapitu dî pirsuni. Secunnu lu pinzeru anarchicu li nicissitati di paci, justizzia e benessiri nun ponnu chinni justificari strutturi di putiri pubblichi quali statu, cresia e esercitu. Chiù ntô privatu, vannu ripinzati macàri famigghia, scola, e travagghiu comu sunnu cumunimenti ntisi. L'idia di zocch'è bonu e disidirabbili/addisiabbili è nfatti suggèttiva, multiformi, mutèvuli, e nun si pò ripprisentari comu suvrumana, né s'hàvi a adurari 'n quantu entitati astratta, e tantu menu 'n forma cuircitiva."
full,x,"Ntô corsu dû sèculu XX lu ngrisi addivintò la lingua franca p'eccillenza, abbattennu la pricidenti suprianata dû francisi chi a sò tempu avìa sustitutu lu talianu e lu latinu a fini di cumunicazzioni diprumàtica e scintìfica. È oi puru strumentu pâ cumunicazzioni ntra etnìi privi di cunnissioni culturali, scintìfichi o pulìtichi. Si càrcula ca li parranti ngrisi comu lingua matri (English as a native language, ENL) s'agghicanu a circa 350 miliuna; li parranti di English as a seconn language (ESL), zoè appressu â lingua nazziunali o nativa, circa 300 miliuna, li parranti di English as a foreign language (EFL), zzoè comu na lingua nzignata a scola ma nun 'n usu ntô propiu paisi, circa 100 miliuna. Lu nùmmaru di chiddi chi nun ùsanu lu ngrisi comu lingua matri supira dunca chiddu di chiddi ca lu pàrranu di nasciuta."
full,x,"Ntê ritratti Antonello, a diffirenza di àutri italiani, chi utilizzàvanu la posa di prufilu, adotta la pusizzioni a tri quarti, tipicamenti fiamminga, chi pirmetti n'anàlisi fìsica e psiculòggica cchiù minuta. Lu schema cumpusitivu di stu ritrattu veni pigghiatu sempri ntê ritratti succissivi: lu pirsunaggiu è nsiritu nta un sfunnu scuru cu lu bustu tagghiatu sutta li spaddi, testa furriata versu destra mentri l'occhi, ô cuntrariu, sunnu fissi supra chiddi dû spittaturi, la luci illùmina lu latu destru dâ facci mentri lu latu mancinu è nta l'ùmmura. Ntê ritratti succissivi metti sempri un zòcculu di màrmuru di sutta cu un cartidduzzu pittiatu câ firma e la data. Ntô 1470 circa è a Venezzia unni veni in cuntattu cu la pittura di Giovanni Bellini. Lu Salvador Munni[2] è la sò prima òpira firmata e datata: Mille simo quatricentessimo sexstage/simo chinto viije Inni antonellus/messaneus me pinxi, ma cchiù probabilmenti lu fici ntô 1470."
full,x,"Ntî lu locu di l'assassiniu ntî la strata statali surgi lu suggistivu cippu , munumentu di petra didicatu a li caduti di lLi.V.I.S.. Antoniu Canepa ammeci fu vurricatu ntî lu cimiteru di Catania, ntî lu viali di li siciliani di lustru, a lu cantu di Giuvanni Verga e di Angilu Muscu."
full,x,"Lu Sudàfrica post-apartheid agghiuncìu novi lingui africani nativi a l'afrikaans e ô ngrisi comu lingui ufficiali, purtannu lu tutali a ùnnici. N'àutru gestu dû novu cuvernu fu lu smantillamentu di l'arsinali nucliari sudafricanu. Attuarmenti lu Sudàfrica avi a luttari ancora contra la sclusioni suciali e ecunòmica (li disuguagghianzi di rèdditu, eriditati di l'era di l'apartheid, sunnu tra li cchiù àuti dû munnu)."
full,x,"Di tannu ogni setti anni, a menzanotti n puntu, a lu centru dâ cullinedda cumpari un jaddu ca si metti a cantari e â ntrasatta ricumpari la chiazza cu lu mircatu propiu comu era quannu sprufunnau ntê vìsciri dâ terra. Cu s'arritrova ntê vicinanzi senza timuri e arrinesci a avvinturàrisi ntô mircatu, vidi tramutatu n oru tuttu zoccu accatta, arricchènnusi. Occurri parò nun fàrisi pigghiari dû scantu e nun vutàrisi mai n arreri nta l'attravirsari la chiazza, autrimenti tuttu scumpari comu apparìu."
full,x,"L'unnata di migrazzioni di l'Italia miridiunali versu l'Amèrica ntû 1900-10 spupulau circa la mità dî villaggi arbëreshë, e assuggiattau la pupulazzioni a lu rìsicu di l'estinzioni culturali, nunustanti avìa accuminzatu na sorta di rinàscita culturali e artìstica propiu nta lu sèculu XIX. L'arfabbetu arbëreshë (è macari chiddu arbanisi) si basa nni l'arfabbetu latinu, e si cumponi di 36 littri:
L'arfabbetu arbanisi usatu oi di l'arbëreshë è lu risurtatu di l'evuluzzioni di diffirenti arfabbeti. La prima prova pi stabbiliri n'arfabbetu arbanisi stannard si fici ntû 1824 di Naum Veqilharxhi, ca vulìa ca l'arbanisi avìssiru lu sò propiu arfabbetu, ma senza viniri nfluinzati di chiddi grecu e àrabbu. Iddu accussì fici n'arfabbetu cu 33 littri latini e lu chiamau Evetor. St'arfabbetu vinìa usatu nni l'Arbanìa miridiunali."
full,x,"S'avi nutizzìa macari d'arcuni diàlughi scrivuti d'Aristòtili e distinati â pubbricazzioni, ma di chisti ni pirvinniru surtantu arcuni frammenti. Tra l'òpiri cchiù mpurtanti a nuàutri pirvinuti ponnu annuviràrisi l'Organon, ca cogghi l'òpiri di lòggica, la Fìsica, lu trattatu Supra l'Arma, la Mitafìsica, l'Etica Nicumachea, la Pulìtica, e la Puètica. Li diàlughi di Platoni s'accùpanu di vari argumenti, dâ tiurìa dâ canuscenza a l'ètica appricata, prisintannu spissu na visioni sinòttica d' ètica, mitafìsica, canuscenza e la vita 'n ginirali. Divirsamenti, 'n Aristòtili è pussìbbili rimmèniri na visioni sitturiali di lu sapiri, 'n basi â quali ogni scenza studia nnipinnintimenti di l'àutri lu sô uggettu, a partiri di li sô principi propi e 'n basi a lu sô mètudu particulari."
